health_score,failure_probability,rul_days,repair_cost,failure_cost,potential_savings,priority
90,10,97,14473,96684,82211,Low
91,85,96,21458,114363,92905,High
86,97,76,10946,32885,21939,Immediate
31,100,107,17013,81664,64651,Immediate
15,41,31,13472,87797,74325,Immediate
12,35,75,3635,66162,62527,Immediate
19,28,19,20020,73505,53485,Immediate
5,55,81,15926,43799,27873,Immediate
99,17,107,18563,114634,96071,Low
2,81,80,9186,43675,34489,Immediate
8,83,18,8140,103112,94972,Immediate
25,22,10,20323,71063,50740,Immediate
55,58,12,8626,104644,96018,High
13,34,98,13983,32332,18349,Immediate
70,65,18,18897,70321,51424,High
45,11,58,15785,49137,33352,High
31,92,112,17537,36050,18513,Immediate
36,13,10,16415,86743,70328,High
20,68,9,24128,68039,43911,Immediate
68,61,16,19097,113185,94088,High
3,20,119,16543,103514,86971,Immediate
77,90,113,20569,118380,97811,Immediate
50,1,106,11607,65512,53905,Medium
57,21,19,19273,64010,44737,High
13,19,45,8975,108365,99390,Immediate
56,30,52,6171,59641,53470,Medium
45,6,49,12180,24322,12142,High
81,30,47,9499,74300,64801,Low
73,6,38,6756,101775,95019,Medium
58,17,95,6061,90821,84760,Medium
15,61,40,24976,72452,47476,Immediate
93,57,66,9761,23371,13610,Medium
29,44,78,5462,74889,69427,Immediate
38,49,94,17373,111579,94206,High
10,80,74,16071,42121,26050,Immediate
74,38,92,12428,109175,96747,Medium
22,64,49,12148,56121,43973,Immediate
12,71,83,7759,19910,12151,Immediate
48,36,89,16162,38731,22569,High
41,90,96,22691,57013,34322,Immediate
60,42,73,10744,53959,43215,Medium
31,67,60,3612,69312,65700,High
26,4,67,11915,49670,37755,Immediate
1,42,1,13134,51740,38606,Immediate
47,24,90,13104,61086,47982,High
90,76,47,10223,23694,13471,High
46,89,54,9906,74736,64830,Immediate
51,17,81,10213,79722,69509,Medium
88,25,18,20712,107704,86992,High
6,29,97,24272,58882,34610,Immediate
81,29,14,21082,69515,48433,High
83,14,7,18244,96251,78007,High
59,33,13,15281,39501,24220,High
47,12,87,12564,58948,46384,High
22,66,32,6510,105909,99399,Immediate
67,32,32,13896,41562,27666,Medium
66,36,108,3544,58346,54802,Medium
47,17,3,18964,62376,43412,Immediate
8,75,16,20242,53459,33217,Immediate
56,56,107,17421,97885,80464,Medium
56,62,67,19789,32733,12944,High
46,48,4,7695,25662,17967,Immediate
65,99,69,19375,69125,49750,Immediate
99,7,36,12483,64101,51618,Medium
84,93,49,19751,45915,26164,Immediate
51,84,92,19955,70115,50160,High
41,6,42,21034,67282,46248,High
37,43,38,17569,50339,32770,High
29,80,16,16699,106861,90162,Immediate
60,4,109,4357,33684,29327,Medium
40,40,104,4819,100972,96153,High
51,93,114,7255,18482,11227,Immediate
44,15,90,11127,58607,47480,High
79,16,112,3214,64307,61093,Low
49,20,98,10213,31533,21320,High
4,51,31,6202,32126,25924,Immediate
82,55,18,23622,92295,68673,High
32,27,46,22831,38438,15607,High
93,0,71,14958,98487,83529,Low
77,20,56,3077,54683,51606,Low
78,71,60,19631,61384,41753,High
92,40,19,7999,79033,71034,High
35,49,82,4409,40694,36285,High
76,39,57,15999,87933,71934,Medium
37,16,75,4817,43015,38198,High
97,66,114,7248,103607,96359,High
86,29,46,18400,112615,94215,Low
90,49,108,18625,111954,93329,Medium
20,74,118,19329,40617,21288,Immediate
68,21,69,13250,51837,38587,Medium
4,5,97,24775,70350,45575,Immediate
45,23,14,3535,30172,26637,High
75,22,39,12989,61635,48646,Medium
20,72,46,3104,62483,59379,Immediate
40,58,69,14119,89621,75502,High
58,34,41,10490,89436,78946,Medium
82,64,86,3146,38707,35561,High
78,18,25,22110,111725,89615,Medium
94,93,33,15751,106046,90295,Immediate
11,91,30,12797,72346,59549,Immediate
4,35,59,3440,103254,99814,Immediate
59,95,95,7685,84212,76527,Immediate
62,48,91,12920,95480,82560,Medium
51,8,16,14810,98867,84057,High
15,93,33,18676,43602,24926,Immediate
58,71,4,6563,91700,85137,Immediate
70,57,102,15102,67366,52264,Medium
65,25,100,22439,43040,20601,Medium
54,2,46,16980,115229,98249,Medium
10,20,43,22459,117775,95316,Immediate
69,21,110,6430,89139,82709,Medium
77,21,16,21399,86858,65459,High
49,57,71,7694,45720,38026,High
50,77,47,18796,91905,73109,High
24,2,13,14890,98670,83780,Immediate
66,30,118,7674,39514,31840,Medium
54,65,5,17728,45420,27692,Immediate
34,99,35,5353,92950,87597,Immediate
14,28,25,4098,64521,60423,Immediate
50,67,118,4675,21298,16623,High
68,100,37,20816,69539,48723,Immediate
23,35,2,13018,65126,52108,Immediate
99,7,73,23763,113822,90059,Low
53,43,10,16316,114755,98439,High
46,30,116,13626,28328,14702,High
1,78,77,18963,49840,30877,Immediate
75,14,85,4789,57533,52744,Low
44,98,47,8651,20822,12171,Immediate
17,78,61,17456,116799,99343,Immediate
75,97,5,19697,47441,27744,Immediate
76,59,13,13339,39418,26079,High
39,66,52,18320,62548,44228,High
66,10,11,11969,89068,77099,High
10,6,29,24440,59670,35230,Immediate
6,67,55,10187,87638,77451,Immediate
2,28,20,7091,21631,14540,Immediate
98,89,94,9820,88767,78947,Immediate
50,41,73,18389,69826,51437,Medium
44,86,100,15695,98813,83118,Immediate
22,52,42,14879,73168,58289,Immediate
84,25,71,17744,111153,93409,Low
5,53,52,22949,80577,57628,Immediate
65,55,104,13414,88898,75484,Medium
64,65,68,14037,42800,28763,High
32,37,43,18201,105043,86842,High
72,70,4,24595,67852,43257,Immediate
31,0,13,19419,79876,60457,High
76,21,88,5698,34922,29224,Low
78,44,36,6489,39304,32815,Medium
24,66,116,15218,41722,26504,Immediate
56,28,21,12044,111074,99030,Medium
46,31,22,14254,93431,79177,High
97,77,112,17120,57925,40805,High
24,15,97,20601,62447,41846,Immediate
69,33,46,8141,91692,83551,Medium
6,46,77,9129,31146,22017,Immediate
16,2,12,15997,29144,13147,Immediate
74,18,31,16426,72251,55825,Medium
95,17,55,23373,96170,72797,Low
77,100,93,18998,36875,17877,Immediate
75,23,45,8498,69534,61036,Low
9,45,36,4633,24155,19522,Immediate
31,31,115,16966,92638,75672,High
57,35,22,9924,28284,18360,Medium
77,25,61,11747,79688,67941,Low
29,76,114,23388,58789,35401,Immediate
82,34,49,8818,19061,10243,Low
92,6,35,12382,46195,33813,Medium
77,91,65,24613,113289,88676,Immediate
26,85,11,3008,18009,15001,Immediate
53,42,50,3112,38629,35517,Medium
62,48,103,16791,115813,99022,Medium
7,39,60,17002,73982,56980,Immediate
30,6,45,5094,22403,17309,High
24,84,47,5140,100561,95421,Immediate
44,30,52,12086,75451,63365,High
45,28,49,10360,32231,21871,High
0,67,84,22130,39529,17399,Immediate
36,77,52,16559,71436,54877,High
1,20,29,11168,45391,34223,Immediate
40,21,100,17475,89383,71908,High
7,27,57,20588,43079,22491,Immediate
16,20,51,10046,105994,95948,Immediate
83,99,116,14829,53925,39096,Immediate
59,43,77,10912,52684,41772,Medium
42,36,61,7026,42441,35415,High
19,43,56,20071,68288,48217,Immediate
14,75,56,8303,37804,29501,Immediate
56,44,80,21985,109230,87245,Medium
7,83,14,17564,77509,59945,Immediate
40,28,63,4804,27445,22641,High
85,89,98,23922,62896,38974,Immediate
87,20,95,17859,45884,28025,Low
23,20,4,21200,61927,40727,Immediate
35,33,114,3561,79334,75773,High
90,27,62,16438,50289,33851,Low
31,7,54,14664,111587,96923,High
89,66,106,8578,83295,74717,High
70,25,101,8615,41174,32559,Low
37,83,10,24326,80091,55765,High
88,0,70,8194,64233,56039,Low
83,89,25,3051,58926,55875,Immediate
11,45,9,12507,49267,36760,Immediate
96,39,34,24591,81739,57148,Medium
96,32,29,23389,82525,59136,Medium
76,81,59,19701,30467,10766,High
34,46,59,5433,37537,32104,High
59,5,25,15340,39241,23901,Medium
3,71,98,16147,88922,72775,Immediate
1,16,68,15079,46418,31339,Immediate
33,95,41,18966,109611,90645,Immediate
5,27,8,21048,76593,55545,Immediate
82,17,94,8455,50802,42347,Low
46,79,11,19239,94750,75511,High
86,30,28,10570,94924,84354,Medium
85,0,67,9087,35983,26896,Low
28,12,42,22293,110516,88223,Immediate
59,33,119,14202,102374,88172,Medium
93,54,58,14827,86330,71503,Medium
97,3,48,10022,49717,39695,Low
85,9,115,14021,80263,66242,Low
94,98,46,3897,50574,46677,Immediate
67,64,35,9190,90063,80873,High
92,10,62,15146,114109,98963,Low
85,32,34,9750,42607,32857,Medium
34,52,28,7630,96297,88667,High
92,1,77,18203,97433,79230,Low
25,16,43,21016,32354,11338,Immediate
85,65,74,16094,28679,12585,High
93,21,75,17101,113460,96359,Low
57,28,115,20673,47538,26865,Medium
24,20,61,6701,71607,64906,Immediate
38,76,66,22194,102983,80789,High
0,27,86,19507,118791,99284,Immediate
17,19,76,5361,25522,20161,Immediate
40,97,18,15532,52514,36982,Immediate
64,91,105,5330,60415,55085,Immediate
85,75,1,16304,102448,86144,Immediate
61,0,5,8190,83553,75363,Immediate
25,48,70,16913,109091,92178,Immediate
38,77,49,19915,30051,10136,High
62,61,6,15737,45806,30069,Immediate
42,63,97,12003,44535,32532,High
12,14,109,5559,43069,37510,Immediate
33,55,73,11537,67416,55879,High
85,24,104,9467,84615,75148,Low
46,27,118,16129,79449,63320,High
35,0,94,11522,44346,32824,High
54,68,91,20878,71792,50914,High
2,7,48,9714,77752,68038,Immediate
78,76,94,11360,87466,76106,High
33,29,89,7165,57600,50435,High
100,80,100,12191,26382,14191,High
21,96,119,6605,44096,37491,Immediate
81,91,13,4489,22570,18081,Immediate
73,65,14,10583,25604,15021,High
18,68,48,9239,65184,55945,Immediate
73,4,78,9054,64343,55289,Low
42,18,75,12382,91859,79477,High
85,58,109,18539,84184,65645,Medium
49,74,86,20673,104507,83834,High
82,14,60,10202,80140,69938,Low
0,46,63,16420,109608,93188,Immediate
17,25,60,15945,87703,71758,Immediate
40,81,43,21385,107896,86511,High
37,26,49,16276,86356,70080,High
40,83,60,6966,103336,96370,High
86,55,76,17050,113677,96627,Medium
41,27,37,11979,86817,74838,High
97,5,19,12577,42464,29887,High
93,65,16,24876,67155,42279,High
24,12,119,5504,75928,70424,Immediate
62,39,7,21127,45436,24309,High
31,60,60,19220,61326,42106,High
50,39,115,9990,53024,43034,Medium
72,15,25,12631,65520,52889,Medium
93,56,84,18656,48081,29425,Medium
64,31,104,21270,85717,64447,Medium
53,74,41,21936,102930,80994,High
60,6,53,10644,109321,98677,Medium
52,99,97,9243,81511,72268,Immediate
92,34,3,20773,42517,21744,Immediate
63,10,6,17465,64277,46812,Immediate
64,90,40,11809,104639,92830,Immediate
98,29,6,18201,77373,59172,Immediate
95,56,55,12043,55513,43470,Medium
8,51,37,18557,84310,65753,Immediate
8,96,16,22567,83001,60434,Immediate
13,20,72,15247,108877,93630,Immediate
20,41,96,23112,56191,33079,Immediate
57,3,42,21262,109338,88076,Medium
51,21,89,16763,74388,57625,Medium
23,34,114,6917,102568,95651,Immediate
51,13,39,17920,116233,98313,Medium
33,83,67,19882,86304,66422,High
11,41,86,24218,78481,54263,Immediate
30,70,9,12085,42103,30018,High
36,21,9,19847,88330,68483,High
63,62,85,3328,59803,56475,High
26,46,114,11666,96189,84523,Immediate
34,37,96,11578,24615,13037,High
79,96,35,5063,16254,11191,Immediate
68,7,54,8792,89882,81090,Medium
93,1,38,9675,96526,86851,Medium
8,64,66,14251,69581,55330,Immediate
15,68,96,13231,44585,31354,Immediate
51,13,77,20498,107204,86706,Medium
56,33,59,6663,72626,65963,Medium
42,34,15,19346,85564,66218,High
3,84,22,17404,114292,96888,Immediate
22,86,13,8691,98845,90154,Immediate
49,78,12,14401,97846,83445,High
91,34,38,21613,33424,11811,Medium
11,2,2,4499,80312,75813,Immediate
34,8,87,16565,56021,39456,High
13,31,59,18975,68946,49971,Immediate
32,73,64,12356,37365,25009,High
4,69,33,20540,67363,46823,Immediate
71,17,89,5065,90812,85747,Low
25,83,20,23326,34709,11383,Immediate
87,83,109,21179,80352,59173,High
88,84,82,11392,35707,24315,High
8,58,33,5310,60782,55472,Immediate
65,71,97,13018,66118,53100,High
31,0,117,24342,81625,57283,High
34,39,44,6366,57857,51491,High
96,86,3,22508,116099,93591,Immediate
63,40,111,12849,77771,64922,Medium
25,86,38,18647,94379,75732,Immediate
14,60,107,13035,45009,31974,Immediate
27,18,54,15665,32913,17248,Immediate
14,12,87,5001,64175,59174,Immediate
79,61,84,21712,87167,65455,High
20,0,28,21522,119189,97667,Immediate
90,99,12,14283,48173,33890,Immediate
50,25,111,12812,89984,77172,Medium
42,49,74,12115,38319,26204,High
24,30,84,24710,109863,85153,Immediate
39,86,67,6774,30096,23322,Immediate
26,36,12,12477,31174,18697,Immediate
69,43,85,3558,72985,69427,Medium
81,43,103,9084,34338,25254,Medium
22,86,35,17172,57184,40012,Immediate
80,37,52,6585,51847,45262,Medium
66,93,97,15822,34043,18221,Immediate
18,38,90,16851,83627,66776,Immediate
60,47,95,17943,99763,81820,Medium
85,10,97,20831,103642,82811,Low
50,69,80,4949,62691,57742,High
29,77,54,20158,55824,35666,Immediate
94,9,97,6960,49317,42357,Low
36,14,50,8220,103637,95417,High
67,9,116,19506,116183,96677,Medium
30,99,76,22656,91819,69163,Immediate
97,68,94,5767,95913,90146,High
77,46,115,13135,37993,24858,Medium
76,73,93,7442,35415,27973,High
58,64,32,10825,57308,46483,High
79,81,85,17514,60591,43077,High
24,9,7,9525,29497,19972,Immediate
64,96,97,16822,107992,91170,Immediate
6,44,105,23941,49338,25397,Immediate
6,45,107,22522,107875,85353,Immediate
2,92,12,15881,68881,53000,Immediate
42,6,94,22689,91562,68873,High
79,44,25,9147,104526,95379,Medium
49,57,65,6945,17139,10194,High
27,74,37,18688,104524,85836,Immediate
80,95,51,7692,98284,90592,Immediate
80,42,91,11475,79581,68106,Medium
38,64,16,12027,106542,94515,High
29,92,23,19830,89162,69332,Immediate
46,10,19,13311,93241,79930,High
74,8,110,15568,104376,88808,Low
77,30,13,18005,69165,51160,High
28,94,18,3130,74304,71174,Immediate
34,65,4,16608,100449,83841,Immediate
80,89,95,22229,92219,69990,Immediate
93,10,33,18653,81393,62740,Medium
58,98,51,12792,26059,13267,Immediate
57,47,58,11677,87889,76212,Medium
6,59,59,8513,68465,59952,Immediate
50,77,36,3805,76512,72707,High
54,29,26,17686,72527,54841,Medium
46,18,104,20494,62192,41698,High
79,24,90,4916,75093,70177,Low
8,87,111,14263,65098,50835,Immediate
54,53,28,14368,60206,45838,Medium
39,8,36,18549,65664,47115,High
85,88,49,15505,30882,15377,Immediate
30,75,19,23088,88740,65652,High
100,64,74,13557,88768,75211,High
97,15,105,9339,103025,93686,Low
94,73,12,15891,109297,93406,High
50,4,48,22412,79939,57527,Medium
6,98,85,4988,59417,54429,Immediate
97,9,82,19247,106772,87525,Low
88,50,80,11637,91682,80045,Medium
54,33,69,10403,66524,56121,Medium
2,62,38,23236,87239,64003,Immediate
7,60,30,22249,37437,15188,Immediate
37,58,95,24239,115703,91464,High
6,79,10,9684,90049,80365,Immediate
83,33,72,5017,31573,26556,Low
99,70,58,20741,103673,82932,High
32,94,97,7825,30494,22669,Immediate
50,63,38,16263,75863,59600,High
59,19,114,19350,44215,24865,Medium
41,73,119,22205,120334,98129,High
79,68,102,14989,96022,81033,High
21,21,65,22451,48038,25587,Immediate
48,76,12,7722,66357,58635,High
61,58,11,4649,66442,61793,High
85,0,68,17344,76951,59607,Low
8,81,69,4813,97345,92532,Immediate
68,22,80,14396,32048,17652,Medium
38,2,26,6335,58787,52452,High
51,81,69,18749,51146,32397,High
26,85,22,22941,101092,78151,Immediate
42,26,45,12517,79717,67200,High
32,94,28,5397,22406,17009,Immediate
80,50,64,17597,77241,59644,Medium
92,57,23,3269,65292,62023,Medium
78,24,20,22946,90232,67286,Medium
17,16,14,20945,48072,27127,Immediate
31,92,104,21874,37576,15702,Immediate
56,72,12,11095,29423,18328,High
48,43,81,20563,56159,35596,High
44,12,47,18380,110349,91969,High
46,4,7,24925,114111,89186,High
31,55,43,21022,112784,91762,High
26,50,48,11007,33537,22530,Immediate
52,82,94,14495,82616,68121,High
93,8,112,14518,90139,75621,Low
94,45,10,5083,59358,54275,High
26,78,19,14914,49521,34607,Immediate
19,45,60,10235,93979,83744,Immediate
64,56,19,20924,41757,20833,High
80,54,106,17824,92515,74691,Medium
18,30,3,21929,120571,98642,Immediate
28,52,8,21807,69315,47508,Immediate
63,94,27,10481,62782,52301,Immediate
81,87,26,14998,44997,29999,Immediate
40,13,48,16999,80593,63594,High
85,37,7,21794,39450,17656,High
96,23,26,15337,26455,11118,Medium
90,12,31,20686,117890,97204,Medium
58,57,16,13022,43189,30167,High
81,90,9,18807,72930,54123,Immediate
21,74,54,8013,27213,19200,Immediate
13,86,66,4102,63687,59585,Immediate
4,92,118,13976,52887,38911,Immediate
93,16,1,22597,85059,62462,Immediate
54,16,9,19767,112549,92782,High
11,65,118,24902,79482,54580,Immediate
52,40,94,9989,34584,24595,Medium
7,86,71,15181,65218,50037,Immediate
89,7,22,6367,60502,54135,Medium
4,8,60,15563,54357,38794,Immediate
33,98,36,12563,50847,38284,Immediate
70,37,67,17367,39828,22461,Medium
94,24,64,19544,106134,86590,Low
68,28,59,5042,75995,70953,Medium
62,57,85,20121,100441,80320,Medium
64,58,62,9382,63460,54078,Medium
21,79,109,20087,50740,30653,Immediate
58,31,98,3724,46582,42858,Medium
36,66,52,7204,105813,98609,High
60,70,93,22906,37686,14780,High
40,51,66,4291,66128,61837,High
15,2,27,11429,83275,71846,Immediate
63,32,48,21010,47097,26087,Medium
54,26,47,12118,89652,77534,Medium
34,35,24,18504,113173,94669,High
0,19,70,9852,80971,71119,Immediate
92,69,50,12470,85498,73028,High
96,37,52,8820,81251,72431,Medium
24,91,29,5162,64860,59698,Immediate
46,56,32,5686,68723,63037,High
35,70,10,17945,71561,53616,High
25,47,48,9156,56689,47533,Immediate
95,96,70,3483,85356,81873,Immediate
6,55,30,9710,106455,96745,Immediate
88,32,42,3517,54692,51175,Low
69,39,56,24071,76839,52768,Medium
87,6,40,4127,24874,20747,Low
57,61,91,9965,34309,24344,High
50,9,49,11456,32893,21437,Medium
25,63,34,6810,51652,44842,Immediate
83,87,27,23050,85579,62529,Immediate
42,40,76,18715,59920,41205,High
52,79,53,12484,92909,80425,High
89,55,85,11380,90421,79041,Medium
20,7,97,18301,45388,27087,Immediate
49,1,72,13821,42770,28949,High
21,88,46,15894,105672,89778,Immediate
61,68,86,23079,121807,98728,High
81,72,25,3672,95954,92282,High
7,12,61,5287,81451,76164,Immediate
26,53,3,23692,69304,45612,Immediate
92,60,116,11008,24791,13783,Medium
56,44,81,4998,71022,66024,Medium
79,47,18,14935,103636,88701,High
37,52,15,15044,53402,38358,High
63,18,85,17903,84515,66612,Medium
57,8,4,13124,42770,29646,Immediate
62,60,36,23743,116264,92521,Medium
26,25,45,7365,35646,28281,Immediate
91,71,52,21372,52544,31172,High
50,76,2,12775,95399,82624,Immediate
58,66,80,13376,71094,57718,High
1,74,88,24724,52913,28189,Immediate
39,54,59,9613,92619,83006,High
33,35,33,4382,62700,58318,High
17,21,89,20764,110640,89876,Immediate
31,48,36,18944,81999,63055,High
31,8,87,6692,93283,86591,High
51,8,85,4131,101714,97583,Medium
9,92,98,11917,87521,75604,Immediate
10,57,28,24847,97472,72625,Immediate
52,39,64,21057,113531,92474,Medium
70,43,71,20007,53999,33992,Medium
47,78,62,22821,101873,79052,High
66,44,61,14465,60142,45677,Medium
46,66,102,11476,102562,91086,High
24,3,47,23036,56650,33614,Immediate
5,82,18,17707,94624,76917,Immediate
35,75,88,24661,65116,40455,High
13,38,2,18737,43642,24905,Immediate
83,99,116,3726,20288,16562,Immediate
33,84,102,23266,58608,35342,High
61,93,111,15051,26254,11203,Immediate
83,86,84,3813,92024,88211,Immediate
61,9,40,13372,112299,98927,Medium
17,60,57,12534,29790,17256,Immediate
80,4,99,17825,72107,54282,Low
20,99,19,13902,73378,59476,Immediate
32,3,97,5286,65496,60210,High
58,41,90,3356,20609,17253,Medium
74,48,90,3296,69720,66424,Medium
48,70,80,17931,77063,59132,High
45,63,50,18274,93075,74801,High
85,62,102,5202,31592,26390,High
98,22,66,17721,42298,24577,Low
35,57,81,12990,101691,88701,High
30,45,70,21173,45737,24564,High
52,92,68,13797,39488,25691,Immediate
26,24,109,17844,35023,17179,Immediate
59,16,50,17283,53233,35950,Medium
8,82,118,14892,83131,68239,Immediate
24,14,9,23620,52866,29246,Immediate
43,2,74,15681,43980,28299,High
91,56,3,18251,76780,58529,Immediate
48,36,20,12545,33232,20687,High
21,20,97,15623,71097,55474,Immediate
99,0,12,6834,85300,78466,High
30,4,44,20202,78685,58483,High
24,44,13,19927,105646,85719,Immediate
21,5,49,7091,104713,97622,Immediate
14,67,40,18864,106423,87559,Immediate
85,29,19,17449,73974,56525,High
61,37,30,10199,84025,73826,Medium
24,100,109,4547,51675,47128,Immediate
36,16,114,9642,24744,15102,High
93,59,4,5007,54697,49690,Immediate
95,60,104,20121,82712,62591,Medium
97,20,25,13708,45785,32077,Medium
83,23,69,21856,38952,17096,Low
65,8,107,24127,40396,16269,Medium
95,57,71,3549,82304,78755,Medium
46,78,103,24019,104129,80110,High
59,21,104,5839,39616,33777,Medium
72,60,2,6075,48317,42242,Immediate
57,12,93,19095,100929,81834,Medium
29,61,65,3528,44364,40836,Immediate
9,79,101,5971,75236,69265,Immediate
34,14,59,18520,63390,44870,High
79,74,84,9897,107636,97739,High
9,71,66,3439,17624,14185,Immediate
39,18,70,10030,68541,58511,High
10,51,100,16019,73824,57805,Immediate
72,22,40,21117,67262,46145,Low
63,18,84,10953,40819,29866,Medium
96,92,73,21219,95020,73801,Immediate
61,49,91,8940,77666,68726,Medium
60,74,50,5101,93222,88121,High
58,7,14,10917,56443,45526,High
78,43,43,15535,62142,46607,Medium
17,35,31,3899,30615,26716,Immediate
38,93,55,3018,36765,33747,Immediate
64,39,96,4227,94174,89947,Medium
83,74,117,18732,57516,38784,High
29,94,28,22691,116323,93632,Immediate
92,40,86,5156,93284,88128,Medium
28,0,85,16598,53504,36906,Immediate
34,7,40,4735,68637,63902,High
20,36,70,22868,47133,24265,Immediate
88,86,102,4114,54667,50553,Immediate
86,18,92,23223,72680,49457,Low
57,70,115,21828,43351,21523,High
10,49,21,10739,50839,40100,Immediate
42,44,42,7478,78408,70930,High
38,47,21,3017,68475,65458,High
31,54,11,13854,90124,76270,High
93,37,46,9269,63681,54412,Medium
19,25,11,9849,92911,83062,Immediate
80,87,94,23516,50337,26821,Immediate
86,46,99,22758,113132,90374,Medium
25,24,36,18636,48069,29433,Immediate
57,42,23,10232,71748,61516,Medium
73,88,86,22007,108199,86192,Immediate
75,47,39,23107,45342,22235,Medium
10,47,8,4842,21377,16535,Immediate
100,79,100,5943,26523,20580,High
67,70,98,21401,121109,99708,High
35,100,30,19985,80189,60204,Immediate
2,61,11,9216,87017,77801,Immediate
58,71,85,7167,68152,60985,High
5,54,82,4285,45432,41147,Immediate
47,86,36,3209,55061,51852,Immediate
90,44,3,21362,78715,57353,Immediate
11,83,19,20787,85447,64660,Immediate
50,18,12,12307,97755,85448,High
36,33,80,10486,98747,88261,High
53,5,7,3801,60791,56990,High
12,72,37,13192,66917,53725,Immediate
100,30,66,4490,31596,27106,Low
59,12,21,7267,89742,82475,Medium
56,0,99,10687,22683,11996,Medium
62,82,67,18223,48952,30729,High
66,26,18,12250,26726,14476,High
43,97,94,17215,101581,84366,Immediate
84,45,83,6626,82401,75775,Medium
45,39,94,5871,82124,76253,High
56,11,113,7203,90590,83387,Medium
38,41,94,3047,100942,97895,High
66,93,35,24247,53483,29236,Immediate
39,15,48,11081,67896,56815,High
75,41,2,10220,70354,60134,Immediate
59,34,64,18656,71342,52686,Medium
88,3,21,3643,99241,95598,Medium
55,78,4,20539,91725,71186,Immediate
54,68,83,15797,29156,13359,High
57,72,67,18265,37671,19406,High
88,9,32,7356,45138,37782,Medium
14,1,10,22508,112419,89911,Immediate
57,84,76,20347,63847,43500,High
76,81,27,15286,30792,15506,High
98,38,22,20852,87593,66741,Medium
15,68,86,11464,66196,54732,Immediate
74,85,44,17635,100054,82419,High
40,54,3,15378,26510,11132,Immediate
12,76,51,21528,80888,59360,Immediate
9,40,44,18831,82824,63993,Immediate
92,7,36,15173,30833,15660,Medium
6,88,42,5589,23004,17415,Immediate
91,73,111,13798,42093,28295,High
61,15,74,7124,37724,30600,Medium
14,91,51,24303,120790,96487,Immediate
41,19,47,15095,69755,54660,High
92,1,110,4055,103952,99897,Low
29,8,19,3645,95508,91863,Immediate
97,57,1,22852,84825,61973,Immediate
98,28,66,10674,81163,70489,Low
30,71,41,21214,105766,84552,High
27,30,13,6122,86330,80208,Immediate
44,52,57,12497,88176,75679,High
11,15,98,16749,64983,48234,Immediate
51,88,83,8574,36487,27913,Immediate
75,23,114,19038,68718,49680,Low
70,89,88,23668,78259,54591,Immediate
61,80,4,4231,84346,80115,Immediate
68,68,52,13797,54661,40864,High
84,29,49,6506,69274,62768,Low
86,57,106,4769,103511,98742,Medium
70,36,71,6164,51757,45593,Medium
19,8,70,8907,24602,15695,Immediate
84,6,102,6135,67637,61502,Low
63,66,45,4296,72074,67778,High
42,65,106,21635,43640,22005,High
99,75,27,6161,18248,12087,High
68,31,100,16819,54767,37948,Medium
79,73,37,17478,59552,42074,High
8,81,97,4846,63110,58264,Immediate
63,40,15,21467,106126,84659,High
64,27,33,10744,40077,29333,Medium
74,47,91,21884,38101,16217,Medium
27,15,107,4049,96658,92609,Immediate
53,91,78,21210,87558,66348,Immediate
30,11,69,13271,97131,83860,High
26,38,21,11207,86515,75308,Immediate
78,70,82,15813,87549,71736,High
73,88,41,9315,102075,92760,Immediate
15,23,21,23154,111482,88328,Immediate
97,38,116,19198,88000,68802,Medium
34,57,10,5365,18534,13169,High
87,49,41,23461,41398,17937,Medium
41,3,1,3266,71745,68479,Immediate
10,13,91,7827,26361,18534,Immediate
72,58,18,20386,96201,75815,High
26,34,117,5069,20824,15755,Immediate
70,57,101,19993,40308,20315,Medium
3,65,111,18680,109721,91041,Immediate
58,22,98,13995,37005,23010,Medium
39,39,51,14496,76088,61592,High
22,12,1,20631,62396,41765,Immediate
88,10,75,18961,113597,94636,Low
29,10,57,10173,31927,21754,Immediate
34,96,59,17719,86001,68282,Immediate
45,21,60,21921,95528,73607,High
68,14,50,5799,103562,97763,Medium
89,55,63,13199,93761,80562,Medium
87,25,105,9780,92725,82945,Low
85,26,19,6620,73160,66540,High
39,62,39,15022,66889,51867,High
43,79,48,14998,100596,85598,High
32,78,32,24745,91184,66439,High
5,29,105,16945,52177,35232,Immediate
1,79,55,15398,75841,60443,Immediate
11,50,48,20897,101657,80760,Immediate
69,89,1,5861,37939,32078,Immediate
58,46,16,8165,104260,96095,High
38,92,50,4433,98366,93933,Immediate
32,19,101,10542,78218,67676,High
71,95,82,14244,65884,51640,Immediate
10,54,102,12194,67808,55614,Immediate
77,49,97,21292,97188,75896,Medium
22,60,7,20678,90916,70238,Immediate
8,84,37,11422,61160,49738,Immediate
27,5,10,13254,108363,95109,Immediate
87,3,111,18473,63515,45042,Low
57,14,116,19804,107629,87825,Medium
46,27,69,8590,106342,97752,High
70,67,19,18134,40179,22045,High
28,8,101,14077,56264,42187,Immediate
91,44,74,24557,103977,79420,Medium
2,75,36,18816,65045,46229,Immediate
75,40,72,19296,80188,60892,Medium
61,8,84,18463,44887,26424,Medium
26,52,4,5057,32001,26944,Immediate
18,73,50,13287,82266,68979,Immediate
8,65,19,22069,84983,62914,Immediate
99,10,3,6835,52095,45260,Immediate
93,81,17,17194,29826,12632,High
29,79,8,20576,77684,57108,Immediate
68,23,78,19764,37351,17587,Medium
